pack_id,pack_name,pack_round_type,pack_sort_order,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path
shows,Shows and Creatives,general,20,shows-012,general,mcq,Which show features the song Cell Block Tango?,Chicago,Cabaret,Company,Cats,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-013,general,mcq,Which musical features Tracy Turnblad?,Hairspray,Grease,Legally Blonde,Matilda,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-014,general,mcq,Which musical includes the character Eponine?,Les Miserables,Phantom of the Opera,West Side Story,Anastasia,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-015,general,mcq,Which musical is based on the film about a blonde law student named Elle Woods?,Legally Blonde,Mean Girls,Heathers,Six,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-016,general,mcq,Which musical features the song Being Alive?,Company,Cabaret,Cats,Matilda,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-017,general,mcq,Which musical is set in a Berlin nightclub as politics darken outside?,Cabaret,Chicago,Newsies,Once,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-018,general,mcq,Which musical is based on the film about a dead couple haunting their house?,Beetlejuice,The Addams Family,Little Shop of Horrors,Spamalot,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-019,general,mcq,Which musical features the song Waving Through a Window?,Dear Evan Hansen,Next to Normal,Spring Awakening,Be More Chill,0,null,null,null,null,null
shows,Shows and Creatives,general,20,shows-020,general,mcq,Which musical is set in a Catholic school and features Sister Mary Patrick?,Sister Act,The Sound of Music,Annie,Matilda,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-001,general,mcq,Which show includes the song I Dreamed a Dream?,Les Miserables,Miss Saigon,Evita,Chess,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-002,general,mcq,Which show includes the song On My Own?,Les Miserables,Phantom of the Opera,Once,The Band's Visit,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-003,general,mcq,Which show includes the song Don’t Cry for Me Argentina?,Evita,Chicago,Cabaret,Mamma Mia,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-004,general,mcq,Which show includes the song Luck Be a Lady?,Guys and Dolls,Company,Oliver,Annie,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-005,general,mcq,Which show includes the song The Wizard and I?,Wicked,The Wizard of Oz,The Sound of Music,Anastasia,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-006,general,mcq,Which show includes the song Let It Go? (Trick question),None of these,Frozen,The Lion King,Aladdin,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-007,general,mcq,Which show includes the song What I Did for Love?,A Chorus Line,Chicago,Cabaret,Company,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-008,general,mcq,Which show includes the song Tomorrow?,Annie,Matilda,Oliver,Newsies,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-009,general,mcq,Which show includes the song America?,West Side Story,In the Heights,Company,Chicago,0,null,null,null,null,null
songs,Songs to Shows,general,30,songs-010,general,mcq,Which show includes the song Being Prepared? (Trick question),None of these,The Lion King,Oliver,Matilda,0,null,null,null,null,null
typed,Typed Answers,general,40,typed-001,general,text,Name the musical with the song Defying Gravity.,null,null,null,null,null,Wicked,"[""wicked"",""wicked the musical""]",null,null,null
typed,Typed Answers,general,40,typed-002,general,text,Name the musical set in the Kit Kat Club.,null,null,null,null,null,Cabaret,"[""cabaret""]",null,null,null
typed,Typed Answers,general,40,typed-003,general,text,Name the musical about a spelling bee.,null,null,null,null,null,The 25th Annual Putnam County Spelling Bee,"[""spelling bee"",""putnam spelling bee""]",null,null,null
typed,Typed Answers,general,40,typed-004,general,text,Name the musical that features Jean Valjean.,null,null,null,null,null,Les Miserables,"[""les mis"",""les miserables""]",null,null,null
typed,Typed Answers,general,40,typed-005,general,text,Name the musical about a barber called Sweeney Todd.,null,null,null,null,null,Sweeney Todd,"[""sweeney todd""]",null,null,null
audio1,Audio Round,audio,50,audio1-001,audio,mcq,Audio round: identify the show from the clip,Wicked,Les Miserables,Hamilton,Chicago,0,null,null,null,karaoke,null
pic1,Picture Round,picture,60,pic1-001,picture,mcq,Picture round: what show is this from?,Wicked,Les Miserables,Hamilton,Chicago,0,null,null,null,null,images/posters
4001,Next to Normal,mixed,4001,4001-001,general,mcq,"In Next to Normal, the music is by Tom Kitt and the book and lyrics are by which writer?",Brian Yorkey,Steven Levenson,Jonathan Larson,David Henry Hwang,0,null,null,"Brian Yorkey wrote the book and lyrics, with music by Tom Kitt.",null,null
4001,Next to Normal,mixed,4001,4001-002,general,text,"In Next to Normal, what is the first name of the mother at the centre of the story?",null,null,null,null,null,Diana,"[""[\""Diana Goodman\"", \""Diana\""]""]",Diana Goodman is the mother whose mental health and grief shape the family’s story.,null,null
4001,Next to Normal,mixed,4001,4001-003,general,mcq,"In Next to Normal, which character sings I’m Alive?",Gabe,Henry,Dan,Dr Fine,0,null,null,I’m Alive is led by Gabe.,null,null
4001,Next to Normal,mixed,4001,4001-004,general,mcq,"In Next to Normal, which song is best known for the lyric opening about missing ‘the mountains’?",I Miss the Mountains,You Don’t Know,I’m Alive,Perfect for You,0,null,null,Diana sings I Miss the Mountains as she remembers feeling emotionally alive.,null,null
4001,Next to Normal,mixed,4001,4001-005,general,mcq,"In the London production of Next to Normal, who played Diana?",Caissie Levy,Alice Ripley,Sherie Rene Scott,Rachel Bay Jones,0,null,null,"In the London transfer, Caissie Levy played Diana.",null,null
4001,Next to Normal,mixed,4001,4001-006,general,mcq,Who played Dan in the London cast of Next to Normal?,Jamie Parker,J. Robert Spencer,Ben Platt,Ramin Karimloo,0,null,null,Jamie Parker played Dan in the London production.,null,null
4001,Next to Normal,mixed,4001,4001-007,general,mcq,"In Next to Normal at the Wyndham’s Theatre in London, which actor played Gabe?",Jack Wolfe,Jack Ofrecio,Trevor Dion Nicholas,Michael Ball,0,null,null,Jack Wolfe played Gabe in the London production.,null,null
4001,Next to Normal,mixed,4001,4001-008,general,mcq,Which role did Trevor Dion Nicholas play in the London cast of Next to Normal?,Dr Madden and Dr Fine,Gabe,Dan,Henry,0,null,null,Trevor Dion Nicholas played the psychiatrist Dr Madden and the doctor Dr Fine in London.,null,null
4001,Next to Normal,mixed,4001,4001-009,general,text,Next to Normal won the Pulitzer Prize for Drama in which year?,null,null,null,null,null,2010,"[""[\""2010\""]""]",Next to Normal won the 2010 Pulitzer Prize for Drama.,null,null
4001,Next to Normal,mixed,4001,4001-010,general,mcq,"In Next to Normal, which character is Natalie’s boyfriend?",Henry,Gabe,Dan,Dr Fine,0,null,null,Henry is Natalie’s boyfriend.,null,null
4001,Next to Normal,mixed,4001,4001-011,general,mcq,"In Next to Normal, Natalie describes her place in the family in which song?",Superboy and the Invisible Girl,Everything Else,Who’s Crazy,It’s Gonna Be Good,0,null,null,Natalie leads Superboy and the Invisible Girl.,null,null
4001,Next to Normal,mixed,4001,4001-012,general,text,"In Next to Normal, what is the family surname?",null,null,null,null,null,Goodman,"[""[\""Goodman\""]""]",The central family are the Goodmans.,null,null
4001,Next to Normal,mixed,4001,4001-013,general,mcq,"In Next to Normal, which number is the darkly upbeat song about diagnosis and medication with the psychiatrist?",Who’s Crazy / My Psychopharmacologist and I,You Don’t Know,I Am the One,Hey #1,0,null,null,Who’s Crazy / My Psychopharmacologist and I focuses on diagnosis and medication.,null,null
4001,Next to Normal,mixed,4001,4001-014,general,mcq,"In Next to Normal, which character is Natalie’s brother?",Gabe,Henry,Dr Madden,Dan,0,null,null,"Gabe is Natalie’s brother, though the story complicates how he is present.",null,null
4001,Next to Normal,mixed,4001,4001-015,general,text,"In Next to Normal, name the psychiatrist Diana sees in Act 1 (the one who prescribes medication).",null,null,null,null,null,Dr Madden,"[""[\""Dr Madden\"", \""Doctor Madden\"", \""Madden\""]""]",Diana’s psychiatrist in Act 1 is Dr Madden (played alongside Dr Fine in the London production).,null,null
4001,Next to Normal,mixed,4001,4001-016,audio,mcq,Audio: Identify the song from this clip.,I Miss the Mountains,I’m Alive,You Don’t Know,Light,0,null,null,Use a recognisable section from I Miss the Mountains.,2026-02-22/n2n-audio-001.mp3,null
4001,Next to Normal,mixed,4001,4001-017,audio,mcq,Audio: Which song is playing in this clip,I’m Alive,Perfect for You,Everything Else,So Anyway,0,null,null,Use a recognisable section of Gabe’s I’m Alive.,2026-02-22/n2n-audio-002.mp3,null
4001,Next to Normal,mixed,4001,4001-018,audio,mcq,Audio: Identify the song from this clip,You Don’t Know,I Am the One,He’s Not Here,Just Another Day,0,null,null,Use a clear excerpt from You Don’t Know.,2026-02-22/n2n-audio-003.mp3,null
4001,Next to Normal,mixed,4001,4001-019,audio,mcq,Audio: Which song is this clip from?,I Am the One,Make Up Your Mind,Light,It’s Gonna Be Good,0,null,null,Use a recognisable section from I Am the One.,2026-02-22/n2n-audio-004.mp3,null
4001,Next to Normal,mixed,4001,4001-020,audio,mcq,Audio: Identify this song.,Everything Else,Perfect for You,Superboy and the Invisible Girl,I Miss the Mountains,0,null,null,Use a recognisable section from Everything Else.,2026-02-22/n2n-audio-005.mp3,null
4001,Next to Normal,mixed,4001,4001-021,audio,mcq,Audio: Which song is playing in this clip?,Just Another Day,Prelude,Who’s Crazy / My Psychopharmacologist and I,Hey #1,0,null,null,Use a recognisable excerpt from Just Another Day.,2026-02-22/n2n-audio-006.mp3,null
4001,Next to Normal,mixed,4001,4001-022,picture,mcq,Picture: This is a London production photo. Which character is pictured centre stage?,Diana,Natalie,Gabe,Dr Madden,0,null,null,Use a clear London production photo where the character is recognisable.,null,2026-02-22/n2n-image-001.jpg
4001,Next to Normal,mixed,4001,4001-023,picture,mcq,Picture: This is a London cast headshot. Which actor is shown?,Jamie Parker,Jack Wolfe,Jack Ofrecio,Trevor Dion Nicholas,0,null,null,Use a headshot of Jamie Parker from London Next to Normal publicity.,null,2026-02-22/n2n-image-002.jpg
4001,Next to Normal,mixed,4001,4001-024,picture,mcq,Picture: Which show does this poster belong to?,Next to Normal,Spring Awakening,A Strange Loop,Heathers,0,null,null,Use the official London artwork for Next to Normal.,null,2026-02-22/n2n-image-003.jpg
4001,Next to Normal,mixed,4001,4001-025,picture,text,Picture: This is a photo of the London actor playing Gabe. What is the actor’s name?,null,null,null,null,null,Jack Wolfe,"[""[\""Jack Wolfe\""]""]",Jack Wolfe played Gabe in the London production.,null,2026-02-22/n2n-image-004.jpg
4001,Next to Normal,mixed,4001,4001-026,general,mcq,"In the UK productions of Next to Normal (Donmar and West End), who directed the production that transferred to Wyndham’s Theatre?",Michael Longhurst,Jamie Lloyd,Marianne Elliott,Sam Mendes,0,null,null,The Donmar Warehouse UK premiere and the West End transfer were directed by Michael Longhurst.,null,null
4001,Next to Normal,mixed,4001,4001-027,general,mcq,The Next to Normal Original London Cast Recording (2025) was released by which label?,Ghostlight Records,Decca,Atlantic Records,Sony Classical,0,null,null,The Original London Cast Recording was released by Ghostlight Records.,null,null
4001,Next to Normal,mixed,4001,4001-028,general,mcq,"On the Next to Normal Original London Cast Recording track list, which song comes immediately after I’m Alive?",Make Up Your Mind / Catch Me I’m Falling,There’s a World,I Dreamed a Dance,Superboy and the Invisible Girl,0,null,null,"On the Original London Cast Recording, I’m Alive is followed by Make Up Your Mind / Catch Me I’m Falling.",null,null
4001,Next to Normal,mixed,4001,4001-029,general,mcq,"In Next to Normal, which character sings Aftershocks?",Dr Madden,Diana,Dan,Gabe,3,null,null,Aftershocks is sung by Gabe following Diana's memory loss after ECT.,null,null
4001,Next to Normal,mixed,4001,4001-030,general,mcq,"In Next to Normal (Donmar and West End), who played Natalie?",Eleanor Worthington-Cox,Lucy Anderson,Clare Foster,Dujonna Gift,0,null,null,Eleanor Worthington-Cox played Natalie in the Donmar and Wyndham’s runs.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-001,general,mcq,"In Dear Evan Hansen, who wrote the music and lyrics?",Benj Pasek and Justin Paul,Tim Minchin and Dennis Kelly,Tom Kitt and Brian Yorkey,Jim Barne and Kit Buchan,0,null,null,Benj Pasek and Justin Paul wrote the music and lyrics.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-002,general,mcq,Who wrote the book for Dear Evan Hansen?,Steven Levenson,Lin-Manuel Miranda,Jethro Compton,Brian Yorkey,0,null,null,Steven Levenson wrote the book.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-003,general,text,"In the original West End cast of Dear Evan Hansen, who played Evan Hansen?",null,null,null,null,null,Sam Tutty,"[""[\""Sam Tutty\""]""]",Sam Tutty played Evan in the original West End cast and won the Olivier for the role.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-004,general,mcq,Dear Evan Hansen opened in the West End at which theatre?,Noël Coward Theatre,Prince Edward Theatre,Wyndham’s Theatre,Criterion Theatre,0,null,null,The West End production opened at the Noël Coward Theatre.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-005,general,text,"In Dear Evan Hansen, what is the first name of Evan’s mother?",null,null,null,null,null,Heidi,"[""[\""Heidi\"", \""Heidi Hansen\""]""]",Evan’s mother is Heidi Hansen.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-006,general,mcq,"In Dear Evan Hansen, which character is Evan’s classmate who dies early in the story?",Connor Murphy,Jared Kleinman,Alana Beck,Larry Murphy,0,null,null,"Connor Murphy dies, triggering the central misunderstanding.",null,null
4002,Dear Evan Hansen,mixed,4002,4002-007,general,mcq,"In Dear Evan Hansen, which song is Evan’s big early solo about feeling unseen?",Waving Through a Window,For Forever,Only Us,Requiem,0,null,null,Waving Through a Window is Evan’s early defining solo.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-008,general,mcq,"In the original Broadway cast of Dear Evan Hansen, who originated Evan Hansen?",Ben Platt,Andrew Barth Feldman,Jordan Fisher,Sam Tutty,0,null,null,Ben Platt originated Evan on Broadway.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-009,general,mcq,"In Dear Evan Hansen, which song is the trio email-writing number?","Sincerely, Me",Disappear,Good for You,To Break in a Glove,0,null,null,"Sincerely, Me is the comic trio email song.",null,null
4002,Dear Evan Hansen,mixed,4002,4002-010,general,mcq,"In Dear Evan Hansen, which character helps Evan write the emails and build the lie?",Jared Kleinman,Connor Murphy,Miguel,Zoe Murphy,0,null,null,Jared Kleinman helps Evan build the story.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-011,general,mcq,"In Dear Evan Hansen, which song is the big ensemble anthem that includes the lyric about letting the sun ‘streaming in’?",You Will Be Found,Finale,So Big / So Small,Disappear,0,null,null,You Will Be Found is the anthem-style ensemble number.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-012,general,text,"In Dear Evan Hansen, what is the surname of the family whose son Connor dies?",null,null,null,null,null,Murphy,"[""[\""Murphy\""]""]",Connor is part of the Murphy family.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-013,general,mcq,"In Dear Evan Hansen, which song is sung by Zoe, Cynthia, and Larry as they process grief in different ways?",Requiem,Only Us,Good for You,For Forever,0,null,null,"Requiem is sung by Zoe, Cynthia, and Larry.",null,null
4002,Dear Evan Hansen,mixed,4002,4002-014,general,mcq,"In Dear Evan Hansen, which song is Heidi’s solo about parenting and carrying on?",So Big / So Small,Anybody Have a Map?,Good for You,Words Fail,0,null,null,Heidi sings So Big / So Small.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-015,general,text,"In Dear Evan Hansen, complete the song title: To Break in a ____.",null,null,null,null,null,Glove,"[""[\""Glove\""]""]",The song is titled To Break in a Glove.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-016,audio,mcq,Audio (Dear Evan Hansen): Identify the song from this clip.,You Will Be Found,Waving Through a Window,Words Fail,"Sincerely, Me",0,null,null,Use a recognisable chorus excerpt from You Will Be Found.,2026-02-22/deh-audio-001.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-017,audio,mcq,"Audio (Dear Evan Hansen): Which song is this clip from, featuring Evan’s anxious, driving vocal line?",Waving Through a Window,For Forever,Only Us,Requiem,0,null,null,Use the main verse or chorus of Waving Through a Window.,2026-02-22/deh-audio-002.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-018,audio,mcq,"Audio (Dear Evan Hansen): Identify this song, the comic email-writing number.","Sincerely, Me",Disappear,Good for You,Finale,0,null,null,"Use the hook of Sincerely, Me.",2026-02-22/deh-audio-003.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-019,audio,mcq,"Audio (Dear Evan Hansen): Which song is this clip from, where Evan sings at length about confession and collapse?",Words Fail,For Forever,To Break in a Glove,Only Us,0,null,null,Use a recognisable excerpt from Words Fail.,2026-02-22/deh-audio-004.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-020,audio,mcq,"Audio (Dear Evan Hansen): Identify the song from this clip, a duet between Evan and Zoe.",Only Us,Requiem,So Big / So Small,Disappear,0,null,null,Use a recognisable chorus excerpt from Only Us.,2026-02-22/deh-audio-005.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-021,audio,mcq,"Audio (Dear Evan Hansen): Which song is this clip from, where the characters push back on Evan in a fast ensemble?",Good for You,Disappear,Anybody Have a Map?,Finale,0,null,null,Use a recognisable excerpt from Good for You.,2026-02-22/deh-audio-006.mp3,null
4002,Dear Evan Hansen,mixed,4002,4002-022,picture,mcq,Picture (Dear Evan Hansen): Which show does this logo belong to?,Dear Evan Hansen,Be More Chill,13,Heathers,0,null,null,Use the stage show logo artwork for Dear Evan Hansen.,null,2026-02-22/deh-image-001.jpg
4002,Dear Evan Hansen,mixed,4002,4002-023,picture,mcq,Picture (Dear Evan Hansen): This is a West End publicity photo. Who is pictured as Evan Hansen?,Sam Tutty,Ben Platt,Andrew Barth Feldman,Jordan Fisher,0,null,null,Use a West End publicity headshot or production photo of Sam Tutty as Evan.,null,2026-02-22/deh-image-002.jpg
4002,Dear Evan Hansen,mixed,4002,4002-024,picture,mcq,Picture (Dear Evan Hansen): This image shows a set element strongly associated with the show’s social media plot. What is it?,A projected social media feed,A revolving barricade,A giant chandelier,A train carriage,0,null,null,Use a production still featuring projected screens and social media design.,null,2026-02-22/deh-image-003.jpg
4002,Dear Evan Hansen,mixed,4002,4002-025,picture,text,Picture (Dear Evan Hansen): This is the show’s signature prop. What item is it?,null,null,null,null,null,A cast,"[""[\""Cast\"", \""Arm cast\"", \""Plaster cast\"", \""Broken arm cast\""]""]","Evan wears an arm cast, which becomes central to the story’s misunderstanding.",null,2026-02-22/deh-image-004.jpg
4002,Dear Evan Hansen,mixed,4002,4002-026,general,mcq,"In the original West End cast of Dear Evan Hansen, who played Larry Murphy?",Rupert Young,Michael Ball,John Dagleish,Christopher Biggins,0,null,null,Rupert Young played Larry Murphy in the original West End cast.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-027,general,mcq,Which actor was nominated at the 2020 Olivier Awards for playing Jared Kleinman in Dear Evan Hansen?,Jack Loxton,Doug Colling,Marcus Harman,Sam Tutty,0,null,null,Jack Loxton received a 2020 Olivier nomination for playing Jared Kleinman.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-028,general,mcq,"In Dear Evan Hansen, what is the name of the student-led campaign created in Connor’s memory?",The Connor Project,The Murphy Foundation,The Orchard Initiative,The Founding Day Fund,0,null,null,Evan and his classmates create The Connor Project in Connor’s memory.,null,null
4002,Dear Evan Hansen,mixed,4002,4002-029,general,mcq,"When the West End production of Dear Evan Hansen reopened in October 2021, who played Alana Beck (taking over from Nicole Raquel Dennis)?",Iona Fraser,Nicole Raquel Dennis,Lucy Anderson,Rebecca McKinnis,0,null,null,"When the show reopened in October 2021, Iona Fraser played Alana Beck.",null,null
4002,Dear Evan Hansen,mixed,4002,4002-030,general,mcq,"In Dear Evan Hansen, which character sings To Break in a Glove as a duet with Evan?",Larry Murphy,Jared Kleinman,Connor Murphy,Alana Beck,0,null,null,To Break in a Glove is sung by Larry Murphy with Evan.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-001,general,mcq,Two Strangers (Carry a Cake Across New York) has music by Jim Barne. Who wrote the book and lyrics?,Kit Buchan,Steven Levenson,Darren Clark,Brian Yorkey,0,null,null,"Kit Buchan wrote the book and lyrics, with music by Jim Barne.",null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-002,general,text,"In Two Strangers (Carry a Cake Across New York), what is the first name of the English visitor?",null,null,null,null,null,Dougal,"[""[\""Dougal\"", \""Dougal Todd\""]""]",Dougal Todd is the Englishman visiting New York.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-003,general,text,"In Two Strangers (Carry a Cake Across New York), what is the first name of the New Yorker who picks Dougal up at the airport?",null,null,null,null,null,Robin,"[""[\""Robin\"", \""Robin Rainey\""]""]",Robin Rainey is the cynical New Yorker who picks Dougal up.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-004,general,mcq,"In Two Strangers (Carry a Cake Across New York), why is Dougal travelling to New York?",For his estranged father’s wedding,For a job interview,To audition for a musical,To visit his sick mother,0,null,null,Dougal flies to New York for his estranged father’s wedding.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-005,general,mcq,Two Strangers (Carry a Cake Across New York) played off-West End in 2023 at which London theatre?,Kiln Theatre,Donmar Warehouse,Southwark Playhouse,Regent’s Park Open Air Theatre,0,null,null,The 2023 London production played at the Kiln Theatre.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-006,general,mcq,"In Two Strangers (Carry a Cake Across New York) (London), who played Dougal?",Sam Tutty,John Dagleish,Jamie Parker,Jack Wolfe,0,null,null,Sam Tutty played Dougal in the London production.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-007,general,mcq,"In Two Strangers (Carry a Cake Across New York) (London), who played Robin?",Dujonna Gift,Lucy Anderson,Clare Foster,Caissie Levy,0,null,null,Dujonna Gift played Robin in London.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-008,general,mcq,"In Two Strangers (Carry a Cake Across New York), what item do Dougal and Robin have to collect and transport across New York for the wedding?",A wedding cake,A wedding dress,A bouquet,A ring,0,null,null,They pick up and carry the wedding cake across New York.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-009,general,mcq,"In Two Strangers (Carry a Cake Across New York), which song title is a credit card brand?",American Express,Visa Nights,Mastercard Memories,Discover,0,null,null,American Express is a musical number in the show.,null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-010,general,mcq,"In Two Strangers (Carry a Cake Across New York), which song opens Act 1 as Dougal arrives with a romanticised view of the city?",New York,On the App,This Is The Place,Dad,0,null,null,"Act 1 opens with New York, sung by Dougal.",null,null
4003,Two Strangers (Carry a Cake Across New York),mixed,4003,4003-011,general,mcq,"In Two Strangers (Carry a Cake Across New York), which song title suggests app-based dating or meeting?",On the App,Be Happy,What Did You Say?,About To Go In,0,null,null,On the App is a song for Robin and Dougal.,null,null
