pack_id,pack_name,pack_round_type,pack_sort_order,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path
warmup,01 Warm-up,general,10,warmup-015,general,mcq,"Which musical features the character Eliza Schuyler?",Hamilton,Six,Anastasia,The Sound of Music,0,,,,,
shows,02 Shows and Creatives,general,20,shows-001,general,mcq,"Who wrote the music for The Phantom of the Opera?",Andrew Lloyd Webber,Alan Menken,Jason Robert Brown,Marc Shaiman,0,,,,,
shows,02 Shows and Creatives,general,20,shows-002,general,mcq,"In Wicked what is Glinda's original name?",Galinda,Elphaba,Nessarose,Morrible,0,,,,,
shows,02 Shows and Creatives,general,20,shows-003,general,mcq,"Which musical is set in Newfoundland during 9/11?",Come From Away,Once,The Band's Visit,Amelie,0,,,,,
shows,02 Shows and Creatives,general,20,shows-004,general,mcq,"Which musical is based on a graphic novel about a teenage girl called Alison?",Fun Home,Spring Awakening,Next to Normal,Heathers,0,,,,,
shows,02 Shows and Creatives,general,20,shows-005,general,mcq,"Which musical features the song One Day More?",Les Miserables,Miss Saigon,Evita,Chess,0,,,,,
shows,02 Shows and Creatives,general,20,shows-006,general,mcq,"Which show includes the character Jean-Ralphio? (Trick question)",None of these,The Book of Mormon,Legally Blonde,The Producers,0,,,,,
shows,02 Shows and Creatives,general,20,shows-007,general,mcq,"Which musical is set around the opening of the Brooklyn Bridge?",Newsies,Ragtime,Annie,Oliver,0,,,,,
shows,02 Shows and Creatives,general,20,shows-008,general,mcq,"Which musical features the character Veronica Sawyer?",Heathers,Mean Girls,Be More Chill,Six,0,,,,,
shows,02 Shows and Creatives,general,20,shows-009,general,mcq,"Which musical features a plant called Audrey II?",Little Shop of Horrors,Beetlejuice,Spamalot,Shrek,0,,,,,
shows,02 Shows and Creatives,general,20,shows-010,general,mcq,"Which musical is set in a 1950s high school and features Danny and Sandy?",Grease,Hairspray,West Side Story,Bye Bye Birdie,0,,,,,
shows,02 Shows and Creatives,general,20,shows-011,general,mcq,"Which musical retells the myth of Orpheus and Eurydice?",Hadestown,Once On This Island,The Light in the Piazza,The Secret Garden,0,,,,,
shows,02 Shows and Creatives,general,20,shows-012,general,mcq,"Which show features the song Cell Block Tango?",Chicago,Cabaret,Company,Cats,0,,,,,
shows,02 Shows and Creatives,general,20,shows-013,general,mcq,"Which musical features Tracy Turnblad?",Hairspray,Grease,Legally Blonde,Matilda,0,,,,,
shows,02 Shows and Creatives,general,20,shows-014,general,mcq,"Which musical includes the character Eponine?",Les Miserables,Phantom of the Opera,West Side Story,Anastasia,0,,,,,
shows,02 Shows and Creatives,general,20,shows-015,general,mcq,"Which musical is based on the film about a blonde law student named Elle Woods?",Legally Blonde,Mean Girls,Heathers,Six,0,,,,,
shows,02 Shows and Creatives,general,20,shows-016,general,mcq,"Which musical features the song Being Alive?",Company,Cabaret,Cats,Matilda,0,,,,,
shows,02 Shows and Creatives,general,20,shows-017,general,mcq,"Which musical is set in a Berlin nightclub as politics darken outside?",Cabaret,Chicago,Newsies,Once,0,,,,,
shows,02 Shows and Creatives,general,20,shows-018,general,mcq,"Which musical is based on the film about a dead couple haunting their house?",Beetlejuice,The Addams Family,Little Shop of Horrors,Spamalot,0,,,,,
shows,02 Shows and Creatives,general,20,shows-019,general,mcq,"Which musical features the song Waving Through a Window?",Dear Evan Hansen,Next to Normal,Spring Awakening,Be More Chill,0,,,,,
shows,02 Shows and Creatives,general,20,shows-020,general,mcq,"Which musical is set in a Catholic school and features Sister Mary Patrick?",Sister Act,The Sound of Music,Annie,Matilda,0,,,,,
songs,03 Songs to Shows,general,30,songs-001,general,mcq,"Which show includes the song I Dreamed a Dream?",Les Miserables,Miss Saigon,Evita,Chess,0,,,,,
songs,03 Songs to Shows,general,30,songs-002,general,mcq,"Which show includes the song On My Own?",Les Miserables,Phantom of the Opera,Once,The Band's Visit,0,,,,,
songs,03 Songs to Shows,general,30,songs-003,general,mcq,"Which show includes the song Don’t Cry for Me Argentina?",Evita,Chicago,Cabaret,Mamma Mia,0,,,,,
songs,03 Songs to Shows,general,30,songs-004,general,mcq,"Which show includes the song Luck Be a Lady?",Guys and Dolls,Company,Oliver,Annie,0,,,,,
songs,03 Songs to Shows,general,30,songs-005,general,mcq,"Which show includes the song The Wizard and I?",Wicked,The Wizard of Oz,The Sound of Music,Anastasia,0,,,,,
songs,03 Songs to Shows,general,30,songs-006,general,mcq,"Which show includes the song Let It Go? (Trick question)",None of these,Frozen,The Lion King,Aladdin,0,,,,,
songs,03 Songs to Shows,general,30,songs-007,general,mcq,"Which show includes the song What I Did for Love?",A Chorus Line,Chicago,Cabaret,Company,0,,,,,
songs,03 Songs to Shows,general,30,songs-008,general,mcq,"Which show includes the song Tomorrow?",Annie,Matilda,Oliver,Newsies,0,,,,,
songs,03 Songs to Shows,general,30,songs-009,general,mcq,"Which show includes the song America?",West Side Story,In the Heights,Company,Chicago,0,,,,,
songs,03 Songs to Shows,general,30,songs-010,general,mcq,"Which show includes the song Being Prepared? (Trick question)",None of these,The Lion King,Oliver,Matilda,0,,,,,
typed,04 Typed Answers,general,40,typed-001,general,text,"Name the musical with the song Defying Gravity.",,,,,,Wicked,wicked|wicked the musical,,,
typed,04 Typed Answers,general,40,typed-002,general,text,"Name the musical set in the Kit Kat Club.",,,,,,Cabaret,cabaret,,,
typed,04 Typed Answers,general,40,typed-003,general,text,"Name the musical about a spelling bee.",,,,,,The 25th Annual Putnam County Spelling Bee,spelling bee|putnam spelling bee,,,
typed,04 Typed Answers,general,40,typed-004,general,text,"Name the musical that features Jean Valjean.",,,,,,Les Miserables,les mis|les miserables,,,
typed,04 Typed Answers,general,40,typed-005,general,text,"Name the musical about a barber called Sweeney Todd.",,,,,,Sweeney Todd,sweeney todd,,,
